Geo_FIPS,Geo_NAME,Geo_QNAME,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CS,Geo_CT,Geo_BG,Geo_PLACE,Geo_CD,Geo_SLDUC,Geo_SLDLC,Geo_MSAMSA,Geo_CSA,SE_T005_000,SE_T005_002,SE_T005_003,SE_T005_004,SE_T005_005,SE_T005_006,SE_T005_007,SE_T005_008,SE_T006_000,SE_T006_002,SE_T006_003,SE_T006_004,SE_T006_005,SE_T006_006,SE_T006_007,SE_T006_008,SE_T025_000,SE_T025_002,SE_T025_003,SE_T025_004,SE_T025_005,SE_T025_006,SE_T025_007,SE_T025_008,SE_T026_000,SE_T026_002,SE_T026_003,SE_T026_004,SE_T026_005,SE_T026_006,SE_T026_007,SE_T026_008,SE_T027_000,SE_T027_002,SE_T027_003,SE_T027_004,SE_T027_005,SE_T027_006,SE_T027_007,SE_T027_008,SE_T003_000,SE_T003_001,SE_T004_000,SE_T004_001,SE_T013_001,SE_T013_002,SE_T014_001,SE_T014_002
"37183052705","Census Tract 527.05","Census Tract 527.05, Wake County, North Carolina","00","37","183",,"052705",,,,,,,,5558,2846,1126,42,303,7,757,477,3799,2100,993,22,184,0,405,95,1759,746,133,20,119,7,352,382,46.3016583311398,35.5238095238095,13.3937562940584,90.9090909090909,64.6739130434783,,86.9135802469136,402.105263157895,6.21724893790088E-15,-4.0722350657419,-5.8793714866538,0.176567743201678,0.608221458630853,0.125944584382872,2.95930701257438,6.08156575360592,5558,3132.07337437441,3799,2140.83244858733,1759,991.24092578708,46.3016583311398,46.3016583311398
"37183052706","Census Tract 527.06","Census Tract 527.06, Wake County, North Carolina","00","37","183",,"052706",,,,,,,,4848,1442,1628,69,180,12,1134,383,4439,1558,1797,33,206,2,731,112,409,-116,-169,36,-26,10,403,271,9.21378688893895,-7.44544287548139,-9.4045631608236,109.090909090909,-12.621359223301,500,55.1299589603283,241.964285714286,-2.66453525910038E-15,-5.35377062148657,-6.90123247512857,0.679856648652024,-0.927813551798973,0.202469559864299,6.92341620960925,5.37707423028854,4848,1995.90016447235,4439,1827.51667287392,409,168.38349159843,9.21378688893895,9.21378688893891
"37183052707","Census Tract 527.07","Census Tract 527.07, Wake County, North Carolina","00","37","183",,"052707",,,,,,,,6958,2384,2238,75,492,5,1168,596,6417,2863,2496,61,366,0,434,197,541,-479,-258,14,126,5,734,399,8.43073087112358,-16.7307020607754,-10.3365384615385,22.9508196721311,34.4262295081967,,169.124423963134,202.53807106599,-4.44089209850063E-15,-10.3531449387794,-6.73226563011274,0.127295978278451,1.367397600053,0.0718597298074159,10.0231478588578,5.49570940189547,6958,2973.32124016964,6417,2742.13889022256,541,231.18234994708,8.43073087112358,8.43073087112363
"37183052801","Census Tract 528.01","Census Tract 528.01, Wake County, North Carolina","00","37","183",,"052801",,,,,,,,6140,3875,1453,43,85,2,288,394,6120,4037,1667,15,79,8,170,144,20,-162,-214,28,6,-6,118,250,0.326797385620915,-4.01288085211791,-12.8374325134973,186.666666666667,7.59493670886076,-75,69.4117647058823,173.611111111111,-8.88178419700125E-16,-2.85330310191395,-3.57406697749675,0.455227693683337,0.0935151476442912,-0.0981456643460859,1.91277596815056,4.0639969342786,6140,2248.22423025397,6120,2240.90102429223,20,7.3232059617394,0.326797385620915,0.326797385620919
"37183052802","Census Tract 528.02","Census Tract 528.02, Wake County, North Carolina","00","37","183",,"052802",,,,,,,,5972,3046,1547,60,109,7,777,426,5704,3497,1515,31,71,0,450,140,268,-451,32,29,38,7,327,286,4.6984572230014,-12.8967686588504,2.11221122112211,93.5483870967742,53.5211267605634,,72.6666666666667,204.285714285714,8.88178419700125E-16,-10.3031655908968,-0.656088863504206,0.461210285681004,0.580443659940874,0.117213663764233,5.12151611682005,4.67887072819488,5972,1990.09857669313,5704,1900.79073701568,268,89.3078396774501,4.6984572230014,4.69845722300116
"37183052807","Census Tract 528.07","Census Tract 528.07, Wake County, North Carolina","00","37","183",,"052807",,,,,,,,6737,2180,3147,51,111,2,765,481,4388,2085,1823,29,37,3,279,132,2349,95,1324,22,74,-1,486,349,53.5323609845032,4.55635491606715,72.6275370268788,75.8620689655172,200,-33.3333333333333,174.193548387097,264.393939393939,2.66453525910038E-15,-15.157336003071,5.16706337023166,0.0961201620082243,0.804408882822233,-0.0386814729038904,4.99695284033303,4.13147222057972,6737,413.373115928815,4388,269.241685126264,2349,144.131430802551,53.5323609845032,53.5323609845032
"37183052809","Census Tract 528.09","Census Tract 528.09, Wake County, North Carolina","00","37","183",,"052809",,,,,,,,2772,1445,535,32,15,0,420,325,2594,1594,640,23,26,0,237,74,178,-149,-105,9,-11,0,183,251,6.86198920585968,-9.34755332496863,-16.40625,39.1304347826087,-42.3076923076923,,77.2151898734177,339.189189189189,0,-9.32107171505784,-5.37217644002532,0.267739627801309,-0.46118748894385,0,6.01504637742109,8.87164963880461,2772,404.740287570404,2594,378.809588025159,178,25.930699545245,6.86198920585968,6.8453123587576
"37183052810","Census Tract 528.10","Census Tract 528.10, Wake County, North Carolina","00","37","183",,"052810",,,,,,,,8391,1357,5045,60,211,2,1073,643,6970,1654,4460,29,121,3,533,170,1421,-297,585,31,90,-1,540,473,20.3873744619799,-17.956469165659,13.1165919282511,106.896551724138,74.3801652892562,-33.3333333333333,101.313320825516,278.235294117647,-1.77635683940025E-15,-7.55818345371407,-3.86457991901209,0.298982974687473,0.778587497330524,-0.0192065455113741,5.14045160430994,5.2239478419096,8391,3373.61986923153,6970,2802.30371690428,1421,571.31615232725,20.3873744619799,20.3873744619797
"37183052811","Census Tract 528.11","Census Tract 528.11, Wake County, North Carolina","00","37","183",,"052811",,,,,,,,8517,1036,5268,66,214,6,1345,582,6780,967,4636,38,140,2,797,200,1737,69,632,28,74,4,548,382,25.6194690265487,7.13547052740434,13.6324417601381,73.6842105263158,52.8571428571429,200,68.7578419071518,191,-1.33226762955019E-15,-2.09862939399701,-6.5248160628249,0.214448770340631,0.447725060030901,0.0409488155391456,4.03678327883536,3.88353953207588,8517,1937.45644538158,6780,1542.32179167396,1737,395.13465370762,25.6194690265487,25.6194690265486
"37183052812","Census Tract 528.12","Census Tract 528.12, Wake County, North Carolina","00","37","183",,"052812",,,,,,,,4215,2669,1027,14,58,0,204,243,3798,2507,1111,8,28,0,89,55,417,162,-84,6,30,0,115,188,10.9794628751975,6.46190666134823,-7.56075607560756,75,107.142857142857,,129.213483146067,341.818181818182,-1.77635683940025E-15,-2.68695454996918,-4.88687621692631,0.121509916251108,0.638807838551476,0,2.49651905198278,4.31699396011012,4215,1730.39314106918,3798,1559.20122177479,417,171.19191929439,10.9794628751975,10.9794628751976
"37183052813","Census Tract 528.13","Census Tract 528.13, Wake County, North Carolina","00","37","183",,"052813",,,,,,,,2939,1561,844,29,44,0,217,244,1770,1251,385,24,31,0,37,42,1169,310,459,5,13,0,180,202,66.045197740113,24.7801758593126,119.220779220779,20.8333333333333,41.9354838709677,,486.486486486487,480.952380952381,4.44089209850063E-15,-17.5646622568497,6.96583833618799,-0.369202023056384,-0.254304569562267,0,5.29306828295877,5.92926223032162,2939,479.676854267235,1770,288.883304543384,1169,190.793549723851,66.045197740113,66.0451977401131
"37183052814","Census Tract 528.14","Census Tract 528.14, Wake County, North Carolina","00","37","183",,"052814",,,,,,,,5061,2394,1805,30,142,8,290,392,3578,1902,1291,39,110,1,155,80,1483,492,514,-9,32,7,135,312,41.4477361654556,25.8675078864353,39.8140975987607,-23.0769230769231,29.0909090909091,700,87.0967741935484,390,3.5527136788005E-15,-5.8552843680491,-0.416721475914467,-0.497226182662076,-0.268573597747503,0.130122952743439,1.39806380050472,5.50961887112499,5061,1221.93822261657,3578,863.879660249374,1483,358.058562367196,41.4477361654556,41.4477361654557
"37183052815","Census Tract 528.15","Census Tract 528.15, Wake County, North Carolina","00","37","183",,"052815",,,,,,,,4648,1573,1930,72,79,0,554,440,4516,1706,2246,29,34,0,375,126,132,-133,-316,43,45,0,179,314,2.9229406554473,-7.79601406799531,-14.0694568121104,148.275862068966,132.352941176471,,47.7333333333333,249.206349206349,8.88178419700125E-16,-3.93428071389696,-8.21104232188783,0.906892151676426,0.946777112245007,0,3.61529631114614,6.67635746071722,4648,1089.70134655454,4516,1058.75457853707,132,30.9467680174703,2.9229406554473,2.92294065544735
"37183052816","Census Tract 528.16","Census Tract 528.16, Wake County, North Carolina","00","37","183",,"052816",,,,,,,,5842,579,3817,44,80,4,972,346,4948,717,3420,19,62,3,556,171,894,-138,397,25,18,1,416,175,18.0679062247373,-19.2468619246862,11.6081871345029,131.578947368421,29.0322580645161,33.3333333333333,74.8201438848921,102.33918128655,-1.33226762955019E-15,-4.57971392727433,-3.781622610168,0.369173190984251,0.116362515245856,0.00783914435566384,5.40127424495825,2.46668744189831,5842,2674.03944031958,4948,2264.83176150313,894,409.20767881645,18.0679062247373,18.0679062247372
"37183052901","Census Tract 529.01","Census Tract 529.01, Wake County, North Carolina","00","37","183",,"052901",,,,,,,,2906,2203,240,15,15,3,212,218,2829,2407,260,21,17,0,71,54,77,-204,-20,-6,-2,3,141,164,2.72180982679392,-8.47528043207312,-7.69230769230769,-28.5714285714286,-11.7647058823529,,198.591549295775,303.703703703704,-0.0353481795687589,-9.27439650829077,-0.931751739492918,-0.22613833666988,-0.0847456183948715,0.103234686854783,4.78553045502327,5.59291888140163,2906,362.698125637697,2829,353.116031189659,77,9.58209444803805,2.72180982679392,2.71358239266444
"37183052902","Census Tract 529.02","Census Tract 529.02, Wake County, North Carolina","00","37","183",,"052902",,,,,,,,5824,4020,743,46,77,3,536,399,5503,4530,596,22,57,0,185,114,321,-510,147,24,20,3,351,285,5.83318190078139,-11.2582781456954,24.6644295302013,109.090909090909,35.0877192982456,,189.72972972973,250,-0.0181719062329684,-13.2940099606009,1.9270988302085,0.39005322770996,0.286316729336446,0.051510989010989,5.84149405019839,4.77936422790366,5824,641.811666078499,5503,606.484862244923,321,35.326803833576,5.83318190078139,5.82484510871595
"37183052903","Census Tract 529.03","Census Tract 529.03, Wake County, North Carolina","00","37","183",,"052903",,,,,,,,3257,2366,510,19,43,0,113,206,2914,2266,464,15,26,1,85,57,343,100,46,4,17,-1,28,149,11.770761839396,4.41306266548985,9.91379310344828,26.6666666666667,65.3846153846154,-100,32.9411764705882,261.40350877193,1.77635683940025E-15,-5.11898874058071,-0.264548201866674,0.0686025705892108,0.427989005887536,-0.0343170899107756,0.55249777207594,4.36876468380547,3257,663.856465634948,2914,593.944654854233,343,69.911810780715,11.770761839396,11.7707618393961
"37183052905","Census Tract 529.05","Census Tract 529.05, Wake County, North Carolina","00","37","183",,"052905",,,,,,,,3286,2445,387,17,29,0,116,292,2658,2173,314,26,12,0,66,67,628,272,73,-9,17,0,50,225,23.6267870579383,12.5172572480442,23.2484076433121,-34.6153846153846,141.666666666667,,75.7575757575758,335.820895522388,-7.105427357601E-15,-7.34662455170418,-0.0361567669484558,-0.46083276430505,0.431064685120128,0,1.04705783754597,6.36549156029158,3286,723.922483555723,2658,585.570895097722,628,138.351588458001,23.6267870579383,23.6267870579381
"37183052906","Census Tract 529.06","Census Tract 529.06, Wake County, North Carolina","00","37","183",,"052906",,,,,,,,5131,3721,673,24,63,7,295,348,4602,3678,573,21,27,7,166,130,529,43,100,3,36,0,129,218,11.4950021729683,1.16911364872213,17.4520069808028,14.2857142857143,133.333333333333,0,77.710843373494,167.692307692308,-6.21724893790088E-15,-7.40179652936608,0.665243374564253,0.0114217412527123,0.641129398037392,-0.0156821312045952,2.14223925926472,3.95744488745159,5131,848.515833337217,4602,761.03485967996,529,87.4809736572569,11.4950021729683,11.4950021729682
"37183053003","Census Tract 530.03","Census Tract 530.03, Wake County, North Carolina","00","37","183",,"053003",,,,,,,,6105,4173,610,24,607,9,155,527,5465,4235,508,20,488,1,103,110,640,-62,102,4,119,8,52,417,11.7108874656908,-1.46399055489965,20.0787401574803,20,24.3852459016393,800,50.4854368932039,379.090909090909,-1.77635683940025E-15,-9.13932979806722,0.696293065917951,0.0271551598175569,1.01311825008074,0.129121885755006,0.654181587392932,6.61945984910303,6105,2544.51065502027,5465,2277.76424728678,640,266.74640773349,11.7108874656908,11.7108874656906
"37183053004","Census Tract 530.04","Census Tract 530.04, Wake County, North Carolina","00","37","183",,"053004",,,,,,,,2938,2308,164,3,251,0,20,192,2611,2178,94,0,253,1,25,60,327,130,70,3,-2,-1,-5,132,12.5239371888165,5.96877869605142,74.468085106383,,-0.790513833992095,-100,-20,220,-6.21724893790088E-15,-4.85947419919757,1.98187539286972,0.10211027910143,-1.14654734811797,-0.0382995021064726,-0.276752358652285,4.23708773610313,2938,2690.03476965466,2611,2390.6333504317,327,299.40141922296,12.5239371888165,12.5239371888163
"37183053005","Census Tract 530.05","Census Tract 530.05, Wake County, North Carolina","00","37","183",,"053005",,,,,,,,4880,4208,86,7,216,2,63,298,4980,4578,91,3,220,1,18,69,-100,-370,-5,4,-4,1,45,229,-2.00803212851406,-8.08213193534294,-5.49450549450549,133.333333333333,-1.81818181818182,100,250,331.884057971015,8.88178419700125E-15,-5.69820264665217,-0.0650141549805781,0.083201659095398,0.00855882546579728,0.0209032852722365,0.929537823424847,4.72101520837448,4880,1518.35562448419,4980,1549.46946924821,-100,-31.1138447640199,-2.00803212851406,-2.00803212851403
"37183053006","Census Tract 530.06","Census Tract 530.06, Wake County, North Carolina","00","37","183",,"053006",,,,,,,,3126,2720,66,11,79,2,56,192,3143,2948,58,11,56,0,25,45,-17,-228,8,0,23,2,31,147,-0.540884505249761,-7.73405698778833,13.7931034482759,0,41.0714285714286,,124,326.666666666667,-7.105427357601E-15,-6.78358044738443,0.265953711229842,0.00190330440107082,0.745454105020469,0.0639795265515035,0.99600835336892,4.71028144681262,3126,848.7439340034,3143,853.359623983584,-17,-4.61568998018402,-0.540884505249761,-0.540884505249666
"37183053007","Census Tract 530.07","Census Tract 530.07, Wake County, North Carolina","00","37","183",,"053007",,,,,,,,3545,2682,134,18,371,4,93,243,2866,2539,61,15,165,2,40,44,679,143,73,3,206,2,53,199,23.6915561758548,5.63213863725876,119.672131147541,20,124.848484848485,100,132.5,452.272727272727,-1.77635683940025E-15,-12.9345165389268,1.65156983731251,-0.0156201248625734,4.70829146149054,0.0430513082223668,1.22773984568852,5.31948421107543,3545,705.543637394743,2866,570.405660020686,679,135.137977374057,23.6915561758548,23.691556175855
"37183053009","Census Tract 530.09","Census Tract 530.09, Wake County, North Carolina","00","37","183",,"053009",,,,,,,,9254,5184,1269,105,213,2,1723,758,7235,4851,948,225,140,6,900,165,2019,333,321,-120,73,-4,823,593,27.9060124395301,6.86456400742115,33.8607594936709,-53.3333333333333,52.1428571428571,-66.6666666666667,91.4444444444444,359.393939393939,-8.88178419700125E-16,-11.0300482325654,0.610017312224498,-1.97523803748587,0.366669360110848,-0.0613179246420121,6.17944551593073,5.91047200642723,9254,818.312953833767,7235,639.776769071461,2019,178.536184762306,27.9060124395301,27.9060124395302
"37183053010","Census Tract 530.10","Census Tract 530.10, Wake County, North Carolina","00","37","183",,"053010",,,,,,,,4665,3392,405,20,181,1,306,360,3898,3172,438,36,102,4,73,73,767,220,-33,-16,79,-3,233,287,19.6767573114418,6.93568726355612,-7.53424657534247,-44.4444444444444,77.4509803921569,-75,319.178082191781,393.150684931507,-2.66453525910038E-15,-8.663381391617,-2.55485952891993,-0.494825994257643,1.26323060112174,-0.0811804993024152,4.68673027143939,5.84428654153585,4665,553.849532801103,3898,462.787883999721,767,91.061648801382,19.6767573114418,19.6767573114418
"37183053011","Census Tract 530.11","Census Tract 530.11, Wake County, North Carolina","00","37","183",,"053011",,,,,,,,4224,2512,612,14,542,4,203,337,3901,2648,596,19,380,0,116,142,323,-136,16,-5,162,4,87,195,8.27992822353243,-5.13595166163142,2.68456375838926,-26.3157894736842,42.6315789473684,,75,137.323943661972,4.44089209850063E-15,-8.41033379164627,-0.789497448206752,-0.155615207444866,3.09034736625419,0.0946969696969697,1.83227469840678,4.33812741293996,4224,3126.2769848017,3901,2887.21745210972,323,239.05953269198,8.27992822353243,8.27992822353219
"37183053105","Census Tract 531.05","Census Tract 531.05, Wake County, North Carolina","00","37","183",,"053105",,,,,,,,5462,4028,556,31,117,2,283,445,3526,2757,484,44,55,2,107,77,1936,1271,72,-13,62,0,176,368,54.9064095292116,46.1008342401161,14.8760330578512,-29.5454545454545,112.727272727273,0,164.485981308411,477.922077922078,-5.32907051820075E-15,-4.44470360161778,-3.54718092496126,-0.680315272663001,0.582231321108268,-0.0201048735002606,2.146652175096,5.96342117653803,5462,1797.79042943338,3526,1160.56555367669,1936,637.22487575669,54.9064095292116,54.906409529212
"37183053106","Census Tract 531.06","Census Tract 531.06, Wake County, North Carolina","00","37","183",,"053106",,,,,,,,3999,2546,867,21,53,3,195,314,2895,1895,862,7,12,0,55,64,1104,651,5,14,41,3,140,250,38.1347150259067,34.353562005277,0.580046403712297,200,341.666666666667,,254.545454545455,390.625,4.44089209850063E-15,-1.79176918581977,-8.09505485179585,0.283335082475282,0.910823560812483,0.0750187546886722,2.97639176633537,5.64125487330382,3999,1324.12085092086,2895,958.572108881195,1104,365.548742039665,38.1347150259067,38.1347150259064
"37183053109","Census Tract 531.09","Census Tract 531.09, Wake County, North Carolina","00","37","183",,"053109",,,,,,,,10138,7949,651,74,155,13,457,839,7887,6684,579,28,95,1,329,171,2251,1265,72,46,60,12,128,668,28.5406364904273,18.9257929383603,12.4352331606218,164.285714285714,63.1578947368421,1200,38.9057750759878,390.643274853801,-1.77635683940025E-15,-6.33908209725942,-0.9198094819449,0.374912426343266,0.324387407122648,0.115551328024223,0.336371137763802,6.10766927995038,10138,776.247479678094,7887,603.892668398218,2251,172.354811279876,28.5406364904273,28.5406364904271
"37183053110","Census Tract 531.10","Census Tract 531.10, Wake County, North Carolina","00","37","183",,"053110",,,,,,,,6424,4298,866,50,168,3,470,569,5523,4325,749,32,41,1,270,105,901,-27,117,18,127,2,200,464,16.313597682419,-0.624277456647399,15.6208277703605,56.25,309.756097560976,200,74.0740740740741,441.904761904762,4.44089209850063E-15,-11.4035351769088,-0.0807728306556371,0.198936001581973,1.87284285414396,0.0285937737107069,2.42766634896433,6.95626902916345,6424,571.879412344071,5523,491.670298003784,901,80.2091143402869,16.313597682419,16.3135976824188
"37183053111","Census Tract 531.11","Census Tract 531.11, Wake County, North Carolina","00","37","183",,"053111",,,,,,,,6905,4586,929,32,122,0,544,692,5312,4052,744,45,58,2,304,107,1593,534,185,-13,64,-2,240,585,29.9887048192771,13.1786771964462,24.8655913978495,-28.8888888888889,110.344827586207,-100,78.9473684210526,546.728971962617,-3.5527136788005E-15,-9.86447964195668,-0.552005269448538,-0.383706258778779,0.674968156478194,-0.0376506024096386,2.15545745618244,8.007416159933,6905,1096.06388180367,5312,843.199325147155,1593,252.864556656515,29.9887048192771,29.9887048192769
"37183053112","Census Tract 531.12","Census Tract 531.12, Wake County, North Carolina","00","37","183",,"053112",,,,,,,,6549,4716,941,42,90,3,234,523,4787,3703,725,30,74,2,119,134,1762,1013,216,12,16,1,115,389,36.8080217255066,27.3561976775587,29.7931034482759,40,21.6216216216216,50,96.6386554621849,290.298507462687,0,-5.34434332715695,-0.77657898167541,0.0146219801854944,-0.171597741286836,0.00402870003801906,1.08716527938078,5.18670409051491,6549,1237.17257029423,4787,904.227517072608,1762,332.945053221622,36.8080217255066,36.8209379758222
"37183053113","Census Tract 531.13","Census Tract 531.13, Wake County, North Carolina","00","37","183",,"053113",,,,,,,,5592,3695,994,51,110,3,211,528,3463,2320,787,38,63,1,146,108,2129,1375,207,13,47,2,65,420,61.4784868611031,59.2672413793103,26.3024142312579,34.2105263157895,74.6031746031746,200,44.5205479452055,388.888888888889,-3.5527136788005E-15,-0.9173979824319,-4.95056673098858,-0.185297299842975,0.14786397134308,0.0247713721636082,-0.442750193440818,6.32337686319758,5592,1462.53833221984,3463,905.596873500939,2129,556.941458718901,61.4784868611031,61.49993170425
"37183053114","Census Tract 531.14","Census Tract 531.14, Wake County, North Carolina","00","37","183",,"053114",,,,,,,,7140,5390,761,37,124,0,248,580,4235,3326,586,28,63,1,139,92,2905,2064,175,9,61,-1,109,488,68.5950413223141,62.0565243535779,29.8634812286689,32.1428571428571,96.8253968253968,-100,78.4172661870504,530.434782608696,0,-3.04581336666898,-3.17880871356807,-0.142949741880223,0.249091372086025,-0.0236127508854782,0.191216982660833,5.9508762182559,7140,1029.37714117098,4235,610.615905959676,2905,418.761235211304,68.5950413223141,68.5801386967077
"37183053115","Census Tract 531.15","Census Tract 531.15, Wake County, North Carolina","00","37","183",,"053115",,,,,,,,2747,2026,226,11,26,1,231,226,2167,1783,203,16,1,0,101,63,580,243,23,-5,25,1,130,163,26.7651130595293,13.6287156477846,11.3300492610837,-31.25,2500,,128.712871287129,258.730158730159,0,-8.52646399167847,-1.1406326724006,-0.337911106280476,0.900340330156706,0.0364033491081179,3.7483522318848,5.31991185920992,2747,438.080194563917,2167,345.591805852082,580,92.4883887118351,26.7651130595293,26.7623210810216
"37183053202","Census Tract 532.02","Census Tract 532.02, Wake County, North Carolina","00","37","183",,"053202",,,,,,,,4367,3691,286,10,83,3,67,227,4234,3894,215,4,41,2,29,49,133,-203,71,6,42,1,38,178,3.14123760037789,-5.21314843348742,33.0232558139535,150,102.439024390244,50,131.034482758621,363.265306122449,-1.77635683940025E-15,-7.44950291180937,1.47117790609543,0.134516842133842,0.932266832696246,0.0214603903822405,0.849302521087484,4.04077841941412,4367,1593.02142361369,4234,1544.50485632708,133,48.5165672866101,3.14123760037789,3.14123760037798
"37183053203","Census Tract 532.03","Census Tract 532.03, Wake County, North Carolina","00","37","183",,"053203",,,,,,,,10600,7875,946,29,671,5,250,824,6736,5222,833,49,331,6,93,202,3864,2653,113,-20,340,-1,157,622,57.3634204275535,50.8042895442359,13.5654261704682,-40.8163265306122,102.719033232628,-16.6666666666667,168.817204301075,307.920792079208,4.44089209850063E-15,-3.23130013893246,-3.44186124680679,-0.453849773674539,1.41629319230942,-0.0419038228835208,0.977849235871465,4.77477255411643,10600,3628.39012339544,6736,2305.73923313129,3864,1322.65089026415,57.3634204275535,57.3634204275535
"37183053204","Census Tract 532.04","Census Tract 532.04, Wake County, North Carolina","00","37","183",,"053204",,,,,,,,4982,3362,835,29,126,4,207,419,4422,3100,938,10,81,1,155,137,560,262,-103,19,45,3,52,282,12.6639529624604,8.45161290322581,-10.9808102345416,190,55.5555555555556,300,33.5483870967742,205.839416058394,-7.105427357601E-15,-2.62108674902195,-4.45178399815092,0.355953526771456,0.697354437984887,0.0576748388272862,0.649756581858417,5.31213136173082,4982,3386.84844970814,4422,3006.38297669526,560,380.46547301288,12.6639529624604,12.655256364946
"37183053205","Census Tract 532.05","Census Tract 532.05, Wake County, North Carolina","00","37","183",,"053205",,,,,,,,6082,4612,547,20,282,4,133,484,1668,1338,228,3,35,0,19,45,4414,3274,319,17,247,4,114,439,264.62829736211,244.693572496263,139.912280701754,566.666666666667,705.714285714286,,600,975.555555555556,8.88178419700125E-16,-4.38550836410779,-4.67531269295645,0.148983082524444,2.53831134369059,0.0657678395264716,1.04769193523839,5.26006685608435,6082,1911.17353692581,1668,524.035688154547,4414,1387.13784877126,264.62829736211,264.702935339429
"37183053206","Census Tract 532.06","Census Tract 532.06, Wake County, North Carolina","00","37","183",,"053206",,,,,,,,5759,3813,855,31,352,6,226,476,4397,3086,887,32,161,3,87,141,1362,727,-32,-1,191,3,139,335,30.9756652262907,23.5580038885288,-3.60766629086809,-3.125,118.633540372671,100,159.770114942529,237.58865248227,-7.105427357601E-15,-3.97480515511947,-5.32651763426286,-0.189481036159281,2.45058480614121,0.0359564167947783,1.94567062429462,5.05859197831099,5759,1030.98994877931,4397,787.161452471374,1362,243.828496307936,30.9756652262907,30.9756652262902
"37183053208","Census Tract 532.08","Census Tract 532.08, Wake County, North Carolina","00","37","183",,"053208",,,,,,,,12130,9607,585,48,673,0,182,1035,4613,3836,520,21,82,2,47,105,7517,5771,65,27,591,-2,135,930,162.952525471494,150.443169968717,12.5,128.571428571429,720.731707317073,-100,287.234042553192,885.714285714286,0,-3.95596765941051,-6.44973728319676,-0.0595220968591398,3.77064244940952,-0.0433557337957945,0.481552456952993,6.25638786689968,12130,693.831119371056,4613,263.861743912505,7517,429.969375458551,162.952525471494,162.952525471493
"37183053209","Census Tract 532.09","Census Tract 532.09, Wake County, North Carolina","00","37","183",,"053209",,,,,,,,3023,2243,294,10,43,0,192,241,2050,1661,230,19,14,0,99,27,973,582,64,-9,29,0,93,214,47.4634146341463,35.0391330523781,27.8260869565217,-47.3684210526316,207.142857142857,,93.9393939393939,792.592592592593,-7.99360577730113E-15,-6.82657350556305,-1.49407388880373,-0.596032046989342,0.739501222336074,0,1.52203835634122,6.65513986267881,3023,130.49835998128,2050,88.4967851491954,973,42.0015748320846,47.4634146341463,47.4611306628538
"37183053210","Census Tract 532.10","Census Tract 532.10, Wake County, North Carolina","00","37","183",,"053210",,,,,,,,5363,4218,295,13,230,2,207,398,4467,3845,286,10,164,9,60,93,896,373,9,3,66,-7,147,305,20.0582046115962,9.70091027308193,3.14685314685315,30,40.2439024390244,-77.7777777777778,245,327.956989247312,3.5527136788005E-15,-7.42565667193495,-0.9018546557741,0.0185377501182246,0.61727660706661,-0.164184941544726,2.51659662936868,5.33928528270027,5363,1092.87206908536,4467,910.285200933112,896,182.586868152248,20.0582046115962,20.0582046115967
"37183053211","Census Tract 532.11","Census Tract 532.11, Wake County, North Carolina","00","37","183",,"053211",,,,,,,,8124,6633,446,20,221,3,176,625,5910,5177,375,20,127,0,110,101,2214,1456,71,0,94,3,66,524,37.4619289340102,28.1243963685532,18.9333333333333,0,74.0157480314961,,60,518.811881188119,1.77635683940025E-15,-5.95032078918889,-0.855271214950001,-0.0922253297242987,0.57143464123347,0.0369276218611521,0.305168367461704,5.98428670330687,8124,1505.88726469463,5910,1095.49405888051,2214,410.39320581412,37.4619289340102,37.4619289340102
"37183053405","Census Tract 534.05","Census Tract 534.05, Wake County, North Carolina","00","37","183",,"053405",,,,,,,,5376,4183,249,13,519,0,62,350,4603,3937,216,9,314,0,35,92,773,246,33,4,205,0,27,258,16.7933956115577,6.24841249682499,15.2777777777778,44.4444444444444,65.2866242038216,,77.1428571428572,280.434782608696,8.88178419700125E-15,-7.72239555853842,-0.0608953593929422,0.0462908183586274,2.83237979500947,0,0.392900140177731,4.51172016438555,5376,1755.75246920858,4603,1503.29773358763,773,252.45473562095,16.7933956115577,16.7933956115576
"37183053408","Census Tract 534.08","Census Tract 534.08, Wake County, North Carolina","00","37","183",,"053408",,,,,,,,4278,2371,103,11,1496,0,30,267,3885,2852,93,3,829,0,30,78,393,-481,10,8,667,0,0,189,10.1158301158301,-16.8653576437588,10.752688172043,266.666666666667,80.4583835946924,,0,242.307692307692,-6.21724893790088E-15,-17.9874585063926,0.0138447403524544,0.179909422546169,13.6311306297281,0,-0.0709385001110107,4.23351221387687,4278,4011.1344280479,3885,3642.65012925809,393,368.48429878981,10.1158301158301,10.11583011583
"37183053409","Census Tract 534.09","Census Tract 534.09, Wake County, North Carolina","00","37","183",,"053409",,,,,,,,6807,4443,242,12,1470,0,65,575,6677,5077,211,11,1155,1,28,194,130,-634,31,1,315,-1,37,381,1.94698217762468,-12.4876895804609,14.6919431279621,9.09090909090909,27.2727272727273,-100,132.142857142857,196.39175257732,0,-10.7660979162334,0.395061959823886,0.0115444683481899,4.29722867413596,-0.0149767859817283,0.535549360808948,5.54169023909811,6807,3122.20214636199,6677,3062.57436921684,130,59.6277771451505,1.94698217762468,1.94698217762459
